2026-01-17,9,59,51,2,33.8556,28.183,21,4.89354,0.201705,1,83.2447217003982
2026-01-17,10,1,47,2,84.006,69.7533,50,12.1167,0.0925072,-1,83.033711877723
2026-01-17,10,2,56,2,53.2064,42.9888,33,7.6527,0.205621,1,80.7962951825344
2026-01-17,10,4,12,2,31.0692,25.9582,20,4.3791,0.108476,1,83.5496247087148
2026-01-17,10,5,9,2,41.6375,34.2243,26,6.02124,0.441137,1,82.19585709997
2026-01-17,10,5,53,2,33.2914,26.4905,22,4.75057,0.276245,1,79.5716010741513
2026-01-17,10,6,56,2,34.7376,28.3982,23,4.98063,0.358833,1,81.7506102897149
2026-01-17,10,7,40,2,30.4292,24.7759,20,4.30144,0.146789,1,81.4214635941793
2026-01-17,10,9,32,2,33.7074,27.5027,22,4.85052,0.383584,1,81.5924693094098
2026-01-17,10,11,15,2,43.6643,35.8186,27,6.2715,0.349977,1,82.0317742411994
2026-01-17,10,13,41,2,27.8699,22.9344,18,3.97821,0.403105,1,82.2909303585589
2026-01-17,10,14,29,2,33.755,27.9248,21,4.8677,0.313951,1,82.7278921641238
2026-01-17,10,16,12,2,88.9979,73.0338,53,12.9273,0.0997976,-1,82.062385741686
2026-01-17,10,16,50,2,27.8853,23.7265,18,3.97376,0.441068,1,85.0860489218334
2026-01-17,10,17,36,2,28.1033,23.6352,19,3.99515,0.441061,1,84.101155380329
2026-01-17,10,18,55,2,36.146,30.2418,24,5.18339,0.387252,1,83.6656891495601
2026-01-17,10,20,19,2,39.0551,31.7612,25,5.60032,0.18843,1,81.3240780333426
2026-01-17,10,21,2,2,27.287,22.7485,18,3.89115,0.441063,1,83.3675376552937
2026-01-17,10,22,7,2,34.9356,28.5452,23,4.99784,0.271927,1,81.7080571107982
2026-01-17,10,23,0,2,33.913,28.722,22,4.83997,0.363949,1,84.693185504084
2026-01-17,10,24,5,2,55.2149,44.8944,35,7.90339,0.24493,1,81.3084873829347
2026-01-17,10,24,48,2,28.123,23.7359,18,3.98993,0.441145,1,84.4003129111404
2026-01-17,10,25,46,2,29.1014,24.4446,17,4.16738,0.338553,1,83.9980207137801
2026-01-17,10,26,44,2,33.6923,27.2068,22,4.85286,0.298597,1,80.7507946919623
2026-01-17,10,28,41,2,86.4444,67.9628,60,12.506,0.213181,1,78.6202460772473
2026-01-17,10,29,31,2,29.3362,23.9738,18,4.19813,0.414743,1,81.7208772779024
2026-01-17,10,30,37,2,40.7248,33.9101,26,5.89586,0.344136,1,83.2664617137469
2026-01-17,10,32,18,2,90.4703,73.31,57,13.1047,0.291931,1,81.0321177226117
2026-01-17,10,33,6,2,36.9396,30.7539,23,5.32958,0.297423,1,83.2545560861515
2026-01-17,10,34,1,2,28.7385,24.5308,20,4.08358,0.317354,1,85.3586652052125
