2026-01-16,10,55,33,2,28.5217,23.4177,21,4.17118,0.288043,1,82.1048534975124
2026-01-16,10,56,13,2,26.1943,21.6929,18,3.82411,0.272508,1,82.8153453232192
2026-01-16,10,57,19,2,34.4124,29.1303,25,5.00839,0.205471,1,84.6505910660111
2026-01-16,10,58,8,2,30.3327,24.8489,22,4.45205,0.124803,1,81.9211609912734
2026-01-16,10,59,1,2,41.2942,32.9628,32,6.13005,0.0949509,-1,79.8242852507132
2026-01-16,10,59,40,2,27.4718,22.5724,20,3.99119,0.224218,1,82.1657117480471
2026-01-16,11,0,19,2,26.7225,22.4344,19,3.90183,0.294654,1,83.9532229394705
2026-01-16,11,0,58,2,26.4248,21.8424,20,3.84443,0.323059,1,82.6587145408858
2026-01-16,11,1,48,2,33.3403,27.3657,27,4.82088,0.0952706,-1,82.0799452914341
2026-01-16,11,2,43,2,27.3502,22.133,20,3.9875,0.179016,1,80.9244539345233
2026-01-16,11,3,34,2,25.2921,20.5135,19,3.67322,0.282913,1,81.106353367257
2026-01-16,11,4,31,2,27.5067,22.3419,20,4.02021,0.271588,1,81.2234837330541
2026-01-16,11,5,22,2,26.1591,21.617,18,3.81015,0.227262,1,82.6366350524292
2026-01-16,11,7,14,2,45.8907,37.3205,35,6.71289,0.20627,1,81.3247564321311
2026-01-16,11,8,33,2,26.5681,21.7949,20,3.88176,0.325064,1,82.0340935181665
2026-01-16,11,9,22,2,21.4632,17.5293,17,3.18856,0.0978892,-1,81.6714189869171
2026-01-16,11,10,37,2,24.9836,20.3121,19,3.60846,0.303073,1,81.301733937463
2026-01-16,11,11,36,2,28.7661,23.8871,21,4.24673,0.097266,-1,83.0390633419198
2026-01-16,11,12,36,2,26.4534,22.7549,20,3.85775,0.266784,1,86.0188104364656
2026-01-16,11,14,14,2,60.8439,48.921,46,9.06601,0.0940792,-1,80.4041161069557
2026-01-16,11,15,9,2,26.222,21.7099,19,3.80254,0.309053,1,82.7926931584166
2026-01-16,11,16,20,2,46.079,37.5068,36,6.69178,0.255256,1,81.3967316999067
2026-01-16,11,17,18,2,27.5539,23.7395,21,3.98932,0.285988,1,86.1565876336925
2026-01-16,11,17,55,2,18.2921,14.8499,16,2.67691,0.0944933,-1,81.182040334352
2026-01-16,11,19,44,2,64.4634,52.4911,48,9.51942,0.0952975,-1,81.4277559049011
2026-01-16,11,21,30,2,31.3715,25.7941,22,4.63812,0.0963638,-1,82.2214430295013
2026-01-16,11,22,53,2,27.8862,23.9666,22,4.06321,0.195049,1,85.9443021996543
2026-01-16,11,24,28,2,28.3388,23.0518,20,4.1482,0.29978,1,81.3435995878442
2026-01-16,11,25,23,2,26.2372,21.5495,18,3.82939,0.215464,1,82.1333831353955
2026-01-16,11,26,19,2,26.546,21.6298,19,3.85828,0.30198,1,81.4804490318692
